Raw Filename,SamplerType,windowSize,sample_size ,parallel_count,cluster_centers,time taken
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=31.'] time: 2.2922468185424805",WillsSampler,300,30,8,31,2.292246819
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=41.'] time: 2.9036049842834473",WillsSampler,300,30,8,41,2.903604984
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=51.'] time: 3.6844160556793213",WillsSampler,300,30,8,51,3.684416056
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.5011250972747803",WillsSampler,300,30,8,6,0.5011250973
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=8.'] time: 2.4776837825775146",WillsSampler,300,30,8,0,2.477683783
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.1693871021270752",WillsSampler,300,30,16,1,0.1693871021
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.8523199558258057",WillsSampler,300,30,16,11,0.8523199558
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=16.'] time: 1.2057099342346191",WillsSampler,300,30,16,16,1.205709934
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=21.'] time: 1.6452720165252686",WillsSampler,300,30,16,21,1.645272017
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=31.'] time: 2.8950741291046143",WillsSampler,300,30,16,31,2.895074129
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=41.'] time: 3.2130370140075684",WillsSampler,300,30,16,41,3.213037014
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=51.'] time: 3.733983039855957",WillsSampler,300,30,16,51,3.73398304
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.4808492660522461",WillsSampler,300,30,16,6,0.4808492661
"WillsSampler.w=300.['sample_size=30.', 'parallel_count=16.'] time: 0.9990100860595703",WillsSampler,300,30,16,0,0.9990100861
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.14548397064208984",WillsSampler,300,40,1,1,0.1454839706
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=11.'] time: 0.8169169425964355",WillsSampler,300,40,1,11,0.8169169426
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=16.'] time: 1.1419310569763184",WillsSampler,300,40,1,16,1.141931057
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=21.'] time: 1.432844638824463",WillsSampler,300,40,1,21,1.432844639
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=31.'] time: 2.1924469470977783",WillsSampler,300,40,1,31,2.192446947
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=41.'] time: 2.80683970451355",WillsSampler,300,40,1,41,2.806839705
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=51.'] time: 3.5428390502929688",WillsSampler,300,40,1,51,3.54283905
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.4740757942199707",WillsSampler,300,40,1,6,0.4740757942
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=1.'] time: 5.005042314529419",WillsSampler,300,40,1,0,5.005042315
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.163543701171875",WillsSampler,300,40,2,1,0.1635437012
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=11.'] time: 0.848365068435669",WillsSampler,300,40,2,11,0.8483650684
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=16.'] time: 1.2074368000030518",WillsSampler,300,40,2,16,1.2074368
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=21.'] time: 1.5315642356872559",WillsSampler,300,40,2,21,1.531564236
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=31.'] time: 2.2499961853027344",WillsSampler,300,40,2,31,2.249996185
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=41.'] time: 2.9776768684387207",WillsSampler,300,40,2,41,2.977676868
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=51.'] time: 3.6697049140930176",WillsSampler,300,40,2,51,3.669704914
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.5117979049682617",WillsSampler,300,40,2,6,0.511797905
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=2.'] time: 5.029376029968262",WillsSampler,300,40,2,0,5.02937603
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.15431809425354004",WillsSampler,300,40,4,1,0.1543180943
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=11.'] time: 0.8423969745635986",WillsSampler,300,40,4,11,0.8423969746
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=16.'] time: 1.1884057521820068",WillsSampler,300,40,4,16,1.188405752
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=21.'] time: 1.5226969718933105",WillsSampler,300,40,4,21,1.522696972
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=31.'] time: 2.186068296432495",WillsSampler,300,40,4,31,2.186068296
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=41.'] time: 2.8831167221069336",WillsSampler,300,40,4,41,2.883116722
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=51.'] time: 3.5454180240631104",WillsSampler,300,40,4,51,3.545418024
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.49152493476867676",WillsSampler,300,40,4,6,0.4915249348
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=4.'] time: 4.004730939865112",WillsSampler,300,40,4,0,4.00473094
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.15409493446350098",WillsSampler,300,40,8,1,0.1540949345
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=11.'] time: 0.8358597755432129",WillsSampler,300,40,8,11,0.8358597755
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=16.'] time: 1.1982989311218262",WillsSampler,300,40,8,16,1.198298931
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=21.'] time: 1.7124857902526855",WillsSampler,300,40,8,21,1.71248579
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=31.'] time: 2.2871618270874023",WillsSampler,300,40,8,31,2.287161827
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=41.'] time: 2.9398889541625977",WillsSampler,300,40,8,41,2.939888954
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=51.'] time: 3.928394079208374",WillsSampler,300,40,8,51,3.928394079
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.5713248252868652",WillsSampler,300,40,8,6,0.5713248253
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=8.'] time: 2.605264902114868",WillsSampler,300,40,8,0,2.605264902
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.27438998222351074",WillsSampler,300,40,16,1,0.2743899822
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.888869047164917",WillsSampler,300,40,16,11,0.8888690472
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=16.'] time: 1.2315089702606201",WillsSampler,300,40,16,16,1.23150897
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=21.'] time: 1.9551019668579102",WillsSampler,300,40,16,21,1.955101967
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=31.'] time: 2.2743260860443115",WillsSampler,300,40,16,31,2.274326086
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=41.'] time: 3.1680848598480225",WillsSampler,300,40,16,41,3.16808486
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=51.'] time: 3.921081066131592",WillsSampler,300,40,16,51,3.921081066
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.4994230270385742",WillsSampler,300,40,16,6,0.499423027
"WillsSampler.w=300.['sample_size=40.', 'parallel_count=16.'] time: 1.037053108215332",WillsSampler,300,40,16,0,1.037053108
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.15226006507873535",WillsSampler,300,60,1,1,0.1522600651
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=11.'] time: 0.8611242771148682",WillsSampler,300,60,1,11,0.8611242771
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=16.'] time: 1.1812589168548584",WillsSampler,300,60,1,16,1.181258917
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=21.'] time: 1.6118621826171875",WillsSampler,300,60,1,21,1.611862183
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=31.'] time: 2.654806613922119",WillsSampler,300,60,1,31,2.654806614
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=41.'] time: 3.1205310821533203",WillsSampler,300,60,1,41,3.120531082
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=51.'] time: 3.784881830215454",WillsSampler,300,60,1,51,3.78488183
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.49671006202697754",WillsSampler,300,60,1,6,0.496710062
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=1.'] time: 8.174214839935303",WillsSampler,300,60,1,0,8.17421484
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.15930485725402832",WillsSampler,300,60,2,1,0.1593048573
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=11.'] time: 1.1737730503082275",WillsSampler,300,60,2,11,1.17377305
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=16.'] time: 1.3267521858215332",WillsSampler,300,60,2,16,1.326752186
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=21.'] time: 1.6633648872375488",WillsSampler,300,60,2,21,1.663364887
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=31.'] time: 2.5763089656829834",WillsSampler,300,60,2,31,2.576308966
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=41.'] time: 3.7076971530914307",WillsSampler,300,60,2,41,3.707697153
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=51.'] time: 3.909895181655884",WillsSampler,300,60,2,51,3.909895182
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.5189487934112549",WillsSampler,300,60,2,6,0.5189487934
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=2.'] time: 8.512738227844238",WillsSampler,300,60,2,0,8.512738228
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.33467578887939453",WillsSampler,300,60,4,1,0.3346757889
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=11.'] time: 1.1207408905029297",WillsSampler,300,60,4,11,1.120740891
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=16.'] time: 1.2060878276824951",WillsSampler,300,60,4,16,1.206087828
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=21.'] time: 1.5766708850860596",WillsSampler,300,60,4,21,1.576670885
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=31.'] time: 2.4753811359405518",WillsSampler,300,60,4,31,2.475381136
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=41.'] time: 3.208577871322632",WillsSampler,300,60,4,41,3.208577871
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=51.'] time: 4.102230072021484",WillsSampler,300,60,4,51,4.102230072
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.5840659141540527",WillsSampler,300,60,4,6,0.5840659142
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=4.'] time: 5.456568717956543",WillsSampler,300,60,4,0,5.456568718
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.17511582374572754",WillsSampler,300,60,8,1,0.1751158237
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=11.'] time: 0.9995200634002686",WillsSampler,300,60,8,11,0.9995200634
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=16.'] time: 1.301151990890503",WillsSampler,300,60,8,16,1.301151991
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=21.'] time: 1.5785720348358154",WillsSampler,300,60,8,21,1.578572035
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=31.'] time: 2.3922739028930664",WillsSampler,300,60,8,31,2.392273903
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=41.'] time: 3.3260440826416016",WillsSampler,300,60,8,41,3.326044083
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=51.'] time: 4.5104660987854",WillsSampler,300,60,8,51,4.510466099
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.5165612697601318",WillsSampler,300,60,8,6,0.5165612698
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=8.'] time: 2.1372177600860596",WillsSampler,300,60,8,0,2.13721776
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.16072607040405273",WillsSampler,300,60,16,1,0.1607260704
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.9405760765075684",WillsSampler,300,60,16,11,0.9405760765
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=16.'] time: 1.4567301273345947",WillsSampler,300,60,16,16,1.456730127
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=21.'] time: 2.042567253112793",WillsSampler,300,60,16,21,2.042567253
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=31.'] time: 2.5738680362701416",WillsSampler,300,60,16,31,2.573868036
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=41.'] time: 3.687803030014038",WillsSampler,300,60,16,41,3.68780303
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=51.'] time: 4.2882080078125",WillsSampler,300,60,16,51,4.288208008
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.504281759262085",WillsSampler,300,60,16,6,0.5042817593
"WillsSampler.w=300.['sample_size=60.', 'parallel_count=16.'] time: 0.9496021270751953",WillsSampler,300,60,16,0,0.9496021271
VaasInterchangeHopping_Sampler.w=300.['sample_size=30.'] time: 3.9146440029144287,Ideal Sampler,300,30,0,0,3.914644003
VaasInterchangeHopping_Sampler.w=300.['sample_size=40.'] time: 6.122446060180664,Ideal Sampler,300,40,0,0,6.12244606
VaasInterchangeHopping_Sampler.w=300.['sample_size=60.'] time: 8.916807174682617,Ideal Sampler,300,60,0,0,8.916807175
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.1781623363494873",WillsSampler,400,30,1,1,0.1781623363
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=11.'] time: 1.3184230327606201",WillsSampler,400,30,1,11,1.318423033
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=16.'] time: 1.532400131225586",WillsSampler,400,30,1,16,1.532400131
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=21.'] time: 1.8292317390441895",WillsSampler,400,30,1,21,1.829231739
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=31.'] time: 2.688654899597168",WillsSampler,400,30,1,31,2.6886549
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=41.'] time: 3.8444509506225586",WillsSampler,400,30,1,41,3.844450951
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=51.'] time: 4.626718997955322",WillsSampler,400,30,1,51,4.626718998
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.6465950012207031",WillsSampler,400,30,1,6,0.6465950012
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=1.'] time: 5.883673191070557",WillsSampler,400,30,1,0,5.883673191
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.21448493003845215",WillsSampler,400,30,2,1,0.21448493
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=11.'] time: 1.167572021484375",WillsSampler,400,30,2,11,1.167572021
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=16.'] time: 1.6413078308105469",WillsSampler,400,30,2,16,1.641307831
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=21.'] time: 2.0210719108581543",WillsSampler,400,30,2,21,2.021071911
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=31.'] time: 3.309084177017212",WillsSampler,400,30,2,31,3.309084177
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=41.'] time: 3.7624638080596924",WillsSampler,400,30,2,41,3.762463808
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=51.'] time: 4.772582769393921",WillsSampler,400,30,2,51,4.772582769
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.6484420299530029",WillsSampler,400,30,2,6,0.64844203
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=2.'] time: 5.705195903778076",WillsSampler,400,30,2,0,5.705195904
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.20621800422668457",WillsSampler,400,30,4,1,0.2062180042
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=11.'] time: 1.4708337783813477",WillsSampler,400,30,4,11,1.470833778
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=16.'] time: 1.8056449890136719",WillsSampler,400,30,4,16,1.805644989
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=21.'] time: 2.224553108215332",WillsSampler,400,30,4,21,2.224553108
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=31.'] time: 3.150798797607422",WillsSampler,400,30,4,31,3.150798798
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=41.'] time: 4.350876331329346",WillsSampler,400,30,4,41,4.350876331
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=51.'] time: 5.169328927993774",WillsSampler,400,30,4,51,5.169328928
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.8081259727478027",WillsSampler,400,30,4,6,0.8081259727
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=4.'] time: 5.605647087097168",WillsSampler,400,30,4,0,5.605647087
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.2098250389099121",WillsSampler,400,30,8,1,0.2098250389
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=11.'] time: 1.1286590099334717",WillsSampler,400,30,8,11,1.12865901
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=16.'] time: 1.6485230922698975",WillsSampler,400,30,8,16,1.648523092
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=21.'] time: 2.1896932125091553",WillsSampler,400,30,8,21,2.189693213
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=31.'] time: 3.0878939628601074",WillsSampler,400,30,8,31,3.087893963
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=41.'] time: 3.764700174331665",WillsSampler,400,30,8,41,3.764700174
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=51.'] time: 4.943609237670898",WillsSampler,400,30,8,51,4.943609238
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.6936600208282471",WillsSampler,400,30,8,6,0.6936600208
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=8.'] time: 4.286085844039917",WillsSampler,400,30,8,0,4.286085844
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.22757506370544434",WillsSampler,400,30,16,1,0.2275750637
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=11.'] time: 1.1155948638916016",WillsSampler,400,30,16,11,1.115594864
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=16.'] time: 1.6322150230407715",WillsSampler,400,30,16,16,1.632215023
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=21.'] time: 1.9642930030822754",WillsSampler,400,30,16,21,1.964293003
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=31.'] time: 3.06476092338562",WillsSampler,400,30,16,31,3.064760923
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=41.'] time: 4.315550088882446",WillsSampler,400,30,16,41,4.315550089
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=51.'] time: 4.750736236572266",WillsSampler,400,30,16,51,4.750736237
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.6207640171051025",WillsSampler,400,30,16,6,0.6207640171
"WillsSampler.w=400.['sample_size=30.', 'parallel_count=16.'] time: 1.816176176071167",WillsSampler,400,30,16,0,1.816176176
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.21697092056274414",WillsSampler,400,40,1,1,0.2169709206
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=11.'] time: 1.0854849815368652",WillsSampler,400,40,1,11,1.085484982
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=16.'] time: 1.4220430850982666",WillsSampler,400,40,1,16,1.422043085
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=21.'] time: 1.8777000904083252",WillsSampler,400,40,1,21,1.87770009
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=31.'] time: 2.7033441066741943",WillsSampler,400,40,1,31,2.703344107
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=41.'] time: 4.27446722984314",WillsSampler,400,40,1,41,4.27446723
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=51.'] time: 5.208836078643799",WillsSampler,400,40,1,51,5.208836079
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.8510251045227051",WillsSampler,400,40,1,6,0.8510251045
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=1.'] time: 6.677519083023071",WillsSampler,400,40,1,0,6.677519083
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.18364596366882324",WillsSampler,400,40,2,1,0.1836459637
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=11.'] time: 1.0773568153381348",WillsSampler,400,40,2,11,1.077356815
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=16.'] time: 1.5059711933135986",WillsSampler,400,40,2,16,1.505971193
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=21.'] time: 1.9674649238586426",WillsSampler,400,40,2,21,1.967464924
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=31.'] time: 2.8450329303741455",WillsSampler,400,40,2,31,2.84503293
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=41.'] time: 3.6890738010406494",WillsSampler,400,40,2,41,3.689073801
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=51.'] time: 4.656236886978149",WillsSampler,400,40,2,51,4.656236887
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.6740491390228271",WillsSampler,400,40,2,6,0.674049139
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=2.'] time: 6.675899267196655",WillsSampler,400,40,2,0,6.675899267
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.17451214790344238",WillsSampler,400,40,4,1,0.1745121479
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=11.'] time: 1.0444409847259521",WillsSampler,400,40,4,11,1.044440985
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=16.'] time: 1.6126618385314941",WillsSampler,400,40,4,16,1.612661839
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=21.'] time: 2.1593868732452393",WillsSampler,400,40,4,21,2.159386873
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=31.'] time: 3.1139779090881348",WillsSampler,400,40,4,31,3.113977909
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=41.'] time: 3.8213937282562256",WillsSampler,400,40,4,41,3.821393728
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=51.'] time: 5.244840145111084",WillsSampler,400,40,4,51,5.244840145
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.7050070762634277",WillsSampler,400,40,4,6,0.7050070763
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=4.'] time: 5.852931022644043",WillsSampler,400,40,4,0,5.852931023
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.17842507362365723",WillsSampler,400,40,8,1,0.1784250736
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=11.'] time: 1.060671091079712",WillsSampler,400,40,8,11,1.060671091
"WillsSampler.w=400.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=16.'] time: 1.4885787963867188",WillsSampler,400,40,8,16,1.488578796
