Raw Filename,SamplerType,windowSize,sample_size ,parallel_count,cluster_centers,time taken
"WillsSampler.w=100.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.3245108127593994",WillsSampler,100,40,16,11,0.3245108128
"WillsSampler.w=100.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=16.'] time: 0.47608137130737305",WillsSampler,100,40,16,16,0.4760813713
"WillsSampler.w=100.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=21.'] time: 0.7720870971679688",WillsSampler,100,40,16,21,0.7720870972
"WillsSampler.w=100.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=31.'] time: 1.3525328636169434",WillsSampler,100,40,16,31,1.352532864
"WillsSampler.w=100.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=41.'] time: 1.0624828338623047",WillsSampler,100,40,16,41,1.062482834
"WillsSampler.w=100.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=51.'] time: 1.4885609149932861",WillsSampler,100,40,16,51,1.488560915
"WillsSampler.w=100.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.21056008338928223",WillsSampler,100,40,16,6,0.2105600834
"WillsSampler.w=100.['sample_size=40.', 'parallel_count=16.'] time: 0.3257942199707031",WillsSampler,100,40,16,0,0.32579422
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.07902693748474121",WillsSampler,100,60,1,1,0.07902693748
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=11.'] time: 0.42322564125061035",WillsSampler,100,60,1,11,0.4232256413
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=16.'] time: 0.6620368957519531",WillsSampler,100,60,1,16,0.6620368958
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=21.'] time: 0.5751280784606934",WillsSampler,100,60,1,21,0.5751280785
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=31.'] time: 0.9836790561676025",WillsSampler,100,60,1,31,0.9836790562
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=41.'] time: 1.0240590572357178",WillsSampler,100,60,1,41,1.024059057
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=51.'] time: 1.2378711700439453",WillsSampler,100,60,1,51,1.23787117
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.19473624229431152",WillsSampler,100,60,1,6,0.1947362423
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=1.'] time: 2.010277271270752",WillsSampler,100,60,1,0,2.010277271
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.0791621208190918",WillsSampler,100,60,2,1,0.07916212082
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=11.'] time: 0.33693885803222656",WillsSampler,100,60,2,11,0.336938858
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=16.'] time: 0.44202232360839844",WillsSampler,100,60,2,16,0.4420223236
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=21.'] time: 0.5572810173034668",WillsSampler,100,60,2,21,0.5572810173
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=31.'] time: 0.8082931041717529",WillsSampler,100,60,2,31,0.8082931042
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=41.'] time: 1.0764837265014648",WillsSampler,100,60,2,41,1.076483727
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=51.'] time: 1.3680531978607178",WillsSampler,100,60,2,51,1.368053198
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.2393169403076172",WillsSampler,100,60,2,6,0.2393169403
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=2.'] time: 1.1357109546661377",WillsSampler,100,60,2,0,1.135710955
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.08005094528198242",WillsSampler,100,60,4,1,0.08005094528
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=11.'] time: 0.31149888038635254",WillsSampler,100,60,4,11,0.3114988804
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=16.'] time: 0.4332468509674072",WillsSampler,100,60,4,16,0.433246851
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=21.'] time: 0.5508618354797363",WillsSampler,100,60,4,21,0.5508618355
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=31.'] time: 0.9497461318969727",WillsSampler,100,60,4,31,0.9497461319
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=41.'] time: 1.0476698875427246",WillsSampler,100,60,4,41,1.047669888
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=51.'] time: 1.36285400390625",WillsSampler,100,60,4,51,1.362854004
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.21599793434143066",WillsSampler,100,60,4,6,0.2159979343
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=4.'] time: 0.4611337184906006",WillsSampler,100,60,4,0,0.4611337185
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.08025383949279785",WillsSampler,100,60,8,1,0.08025383949
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=11.'] time: 0.3132307529449463",WillsSampler,100,60,8,11,0.3132307529
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=16.'] time: 0.42710185050964355",WillsSampler,100,60,8,16,0.4271018505
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=21.'] time: 0.5920131206512451",WillsSampler,100,60,8,21,0.5920131207
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=31.'] time: 0.8140921592712402",WillsSampler,100,60,8,31,0.8140921593
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=41.'] time: 1.0668401718139648",WillsSampler,100,60,8,41,1.066840172
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=51.'] time: 1.3657171726226807",WillsSampler,100,60,8,51,1.365717173
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.1945021152496338",WillsSampler,100,60,8,6,0.1945021152
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=8.'] time: 0.2697601318359375",WillsSampler,100,60,8,0,0.2697601318
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.10051417350769043",WillsSampler,100,60,16,1,0.1005141735
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.31476569175720215",WillsSampler,100,60,16,11,0.3147656918
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=16.'] time: 0.4349179267883301",WillsSampler,100,60,16,16,0.4349179268
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=21.'] time: 0.639014720916748",WillsSampler,100,60,16,21,0.6390147209
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=31.'] time: 0.872776985168457",WillsSampler,100,60,16,31,0.8727769852
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=41.'] time: 1.0998048782348633",WillsSampler,100,60,16,41,1.099804878
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=51.'] time: 1.2500770092010498",WillsSampler,100,60,16,51,1.250077009
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.1968839168548584",WillsSampler,100,60,16,6,0.1968839169
"WillsSampler.w=100.['sample_size=60.', 'parallel_count=16.'] time: 0.16814517974853516",WillsSampler,100,60,16,0,0.1681451797
VaasInterchangeHopping_Sampler.w=100.['sample_size=30.'] time: 1.2427537441253662,Ideal Sampler,100,30,0,0,1.242753744
VaasInterchangeHopping_Sampler.w=100.['sample_size=40.'] time: 1.5989513397216797,Ideal Sampler,100,40,0,0,1.59895134
VaasInterchangeHopping_Sampler.w=100.['sample_size=60.'] time: 2.0464980602264404,Ideal Sampler,100,60,0,0,2.04649806
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.10527205467224121",WillsSampler,150,30,1,1,0.1052720547
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=11.'] time: 0.41925716400146484",WillsSampler,150,30,1,11,0.419257164
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=16.'] time: 0.5930740833282471",WillsSampler,150,30,1,16,0.5930740833
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=21.'] time: 0.8330121040344238",WillsSampler,150,30,1,21,0.833012104
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=31.'] time: 1.1208703517913818",WillsSampler,150,30,1,31,1.120870352
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=41.'] time: 1.4495720863342285",WillsSampler,150,30,1,41,1.449572086
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=51.'] time: 1.8280689716339111",WillsSampler,150,30,1,51,1.828068972
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.30513691902160645",WillsSampler,150,30,1,6,0.305136919
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=1.'] time: 1.9621009826660156",WillsSampler,150,30,1,0,1.962100983
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.09637093544006348",WillsSampler,150,30,2,1,0.09637093544
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=11.'] time: 0.4891242980957031",WillsSampler,150,30,2,11,0.4891242981
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=16.'] time: 0.6376650333404541",WillsSampler,150,30,2,16,0.6376650333
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=21.'] time: 0.8233659267425537",WillsSampler,150,30,2,21,0.8233659267
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=31.'] time: 1.191770076751709",WillsSampler,150,30,2,31,1.191770077
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=41.'] time: 1.544388771057129",WillsSampler,150,30,2,41,1.544388771
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=51.'] time: 1.9272708892822266",WillsSampler,150,30,2,51,1.927270889
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.29971790313720703",WillsSampler,150,30,2,6,0.2997179031
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=2.'] time: 1.8095498085021973",WillsSampler,150,30,2,0,1.809549809
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.09621119499206543",WillsSampler,150,30,4,1,0.09621119499
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=11.'] time: 0.47625184059143066",WillsSampler,150,30,4,11,0.4762518406
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=16.'] time: 0.6343538761138916",WillsSampler,150,30,4,16,0.6343538761
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=21.'] time: 0.8077497482299805",WillsSampler,150,30,4,21,0.8077497482
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=31.'] time: 1.1400518417358398",WillsSampler,150,30,4,31,1.140051842
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=41.'] time: 1.5339956283569336",WillsSampler,150,30,4,41,1.533995628
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=51.'] time: 1.8699231147766113",WillsSampler,150,30,4,51,1.869923115
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.27744317054748535",WillsSampler,150,30,4,6,0.2774431705
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=4.'] time: 1.2929878234863281",WillsSampler,150,30,4,0,1.292987823
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.09942507743835449",WillsSampler,150,30,8,1,0.09942507744
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=11.'] time: 0.45220518112182617",WillsSampler,150,30,8,11,0.4522051811
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=16.'] time: 0.9171466827392578",WillsSampler,150,30,8,16,0.9171466827
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=21.'] time: 0.8302409648895264",WillsSampler,150,30,8,21,0.8302409649
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=31.'] time: 1.291327953338623",WillsSampler,150,30,8,31,1.291327953
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=41.'] time: 1.706071138381958",WillsSampler,150,30,8,41,1.706071138
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=51.'] time: 1.9522662162780762",WillsSampler,150,30,8,51,1.952266216
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.2823657989501953",WillsSampler,150,30,8,6,0.282365799
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=8.'] time: 0.5993101596832275",WillsSampler,150,30,8,0,0.5993101597
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.11335515975952148",WillsSampler,150,30,16,1,0.1133551598
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.5731892585754395",WillsSampler,150,30,16,11,0.5731892586
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=16.'] time: 0.7144570350646973",WillsSampler,150,30,16,16,0.7144570351
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=21.'] time: 0.864300012588501",WillsSampler,150,30,16,21,0.8643000126
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=31.'] time: 1.1581189632415771",WillsSampler,150,30,16,31,1.158118963
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=41.'] time: 1.476208209991455",WillsSampler,150,30,16,41,1.47620821
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=51.'] time: 2.024724245071411",WillsSampler,150,30,16,51,2.024724245
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.26942896842956543",WillsSampler,150,30,16,6,0.2694289684
"WillsSampler.w=150.['sample_size=30.', 'parallel_count=16.'] time: 0.30106091499328613",WillsSampler,150,30,16,0,0.301060915
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.0938417911529541",WillsSampler,150,40,1,1,0.09384179115
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=11.'] time: 0.43068504333496094",WillsSampler,150,40,1,11,0.4306850433
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=16.'] time: 0.6247308254241943",WillsSampler,150,40,1,16,0.6247308254
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=21.'] time: 0.8767471313476562",WillsSampler,150,40,1,21,0.8767471313
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=31.'] time: 1.1726250648498535",WillsSampler,150,40,1,31,1.172625065
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=41.'] time: 2.0539767742156982",WillsSampler,150,40,1,41,2.053976774
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=51.'] time: 2.397196054458618",WillsSampler,150,40,1,51,2.397196054
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.2641751766204834",WillsSampler,150,40,1,6,0.2641751766
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=1.'] time: 2.989593982696533",WillsSampler,150,40,1,0,2.989593983
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.10996770858764648",WillsSampler,150,40,2,1,0.1099677086
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=11.'] time: 0.47199010848999023",WillsSampler,150,40,2,11,0.4719901085
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=16.'] time: 0.6385757923126221",WillsSampler,150,40,2,16,0.6385757923
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=21.'] time: 0.8267388343811035",WillsSampler,150,40,2,21,0.8267388344
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=31.'] time: 1.2988789081573486",WillsSampler,150,40,2,31,1.298878908
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=41.'] time: 1.75148606300354",WillsSampler,150,40,2,41,1.751486063
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=51.'] time: 1.9174232482910156",WillsSampler,150,40,2,51,1.917423248
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.36281323432922363",WillsSampler,150,40,2,6,0.3628132343
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=2.'] time: 2.4141478538513184",WillsSampler,150,40,2,0,2.414147854
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.12193679809570312",WillsSampler,150,40,4,1,0.1219367981
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=11.'] time: 0.5960049629211426",WillsSampler,150,40,4,11,0.5960049629
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=16.'] time: 0.6393330097198486",WillsSampler,150,40,4,16,0.6393330097
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=21.'] time: 0.8242301940917969",WillsSampler,150,40,4,21,0.8242301941
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=31.'] time: 1.1870667934417725",WillsSampler,150,40,4,31,1.187066793
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=41.'] time: 2.089566230773926",WillsSampler,150,40,4,41,2.089566231
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=51.'] time: 2.0301449298858643",WillsSampler,150,40,4,51,2.03014493
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.28106689453125",WillsSampler,150,40,4,6,0.2810668945
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=4.'] time: 1.3861019611358643",WillsSampler,150,40,4,0,1.386101961
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.10217118263244629",WillsSampler,150,40,8,1,0.1021711826
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=11.'] time: 0.4832921028137207",WillsSampler,150,40,8,11,0.4832921028
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=16.'] time: 0.6198406219482422",WillsSampler,150,40,8,16,0.6198406219
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=21.'] time: 0.989692211151123",WillsSampler,150,40,8,21,0.9896922112
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=31.'] time: 1.1687359809875488",WillsSampler,150,40,8,31,1.168735981
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=41.'] time: 1.654815912246704",WillsSampler,150,40,8,41,1.654815912
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=51.'] time: 1.8905978202819824",WillsSampler,150,40,8,51,1.89059782
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.29301977157592773",WillsSampler,150,40,8,6,0.2930197716
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=8.'] time: 0.5226740837097168",WillsSampler,150,40,8,0,0.5226740837
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=1.'] time: 0.1109309196472168",WillsSampler,150,40,16,1,0.1109309196
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=11.'] time: 0.4749870300292969",WillsSampler,150,40,16,11,0.47498703
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=16.'] time: 0.6241888999938965",WillsSampler,150,40,16,16,0.6241889
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=21.'] time: 1.1735029220581055",WillsSampler,150,40,16,21,1.173502922
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=31.'] time: 1.3765850067138672",WillsSampler,150,40,16,31,1.376585007
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=41.'] time: 1.5713610649108887",WillsSampler,150,40,16,41,1.571361065
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=51.'] time: 1.9999327659606934",WillsSampler,150,40,16,51,1.999932766
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=16.', 'cluster_centers=6.'] time: 0.26911497116088867",WillsSampler,150,40,16,6,0.2691149712
"WillsSampler.w=150.['sample_size=40.', 'parallel_count=16.'] time: 0.4204120635986328",WillsSampler,150,40,16,0,0.4204120636
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=1.'] time: 0.10060310363769531",WillsSampler,150,60,1,1,0.1006031036
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=11.'] time: 0.4808340072631836",WillsSampler,150,60,1,11,0.4808340073
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=16.'] time: 0.6640150547027588",WillsSampler,150,60,1,16,0.6640150547
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=21.'] time: 0.8259718418121338",WillsSampler,150,60,1,21,0.8259718418
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=31.'] time: 1.1985111236572266",WillsSampler,150,60,1,31,1.198511124
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=41.'] time: 1.5631370544433594",WillsSampler,150,60,1,41,1.563137054
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=51.'] time: 2.0180931091308594",WillsSampler,150,60,1,51,2.018093109
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=1.', 'cluster_centers=6.'] time: 0.3174130916595459",WillsSampler,150,60,1,6,0.3174130917
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=1.'] time: 3.3984439373016357",WillsSampler,150,60,1,0,3.398443937
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=1.'] time: 0.09428906440734863",WillsSampler,150,60,2,1,0.09428906441
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=11.'] time: 0.5156712532043457",WillsSampler,150,60,2,11,0.5156712532
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=16.'] time: 0.8447329998016357",WillsSampler,150,60,2,16,0.8447329998
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=21.'] time: 0.8212320804595947",WillsSampler,150,60,2,21,0.8212320805
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=31.'] time: 1.1906979084014893",WillsSampler,150,60,2,31,1.190697908
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=41.'] time: 1.558985948562622",WillsSampler,150,60,2,41,1.558985949
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=51.'] time: 1.9053378105163574",WillsSampler,150,60,2,51,1.905337811
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=2.', 'cluster_centers=6.'] time: 0.2750570774078369",WillsSampler,150,60,2,6,0.2750570774
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=2.'] time: 2.9653379917144775",WillsSampler,150,60,2,0,2.965337992
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=1.'] time: 0.22626209259033203",WillsSampler,150,60,4,1,0.2262620926
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=11.'] time: 0.4642059803009033",WillsSampler,150,60,4,11,0.4642059803
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=16.'] time: 0.6482701301574707",WillsSampler,150,60,4,16,0.6482701302
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=21.'] time: 0.816115140914917",WillsSampler,150,60,4,21,0.8161151409
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=31.'] time: 1.5799880027770996",WillsSampler,150,60,4,31,1.579988003
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=41.'] time: 1.5595052242279053",WillsSampler,150,60,4,41,1.559505224
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=51.'] time: 3.1281089782714844",WillsSampler,150,60,4,51,3.128108978
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=4.', 'cluster_centers=6.'] time: 0.2779240608215332",WillsSampler,150,60,4,6,0.2779240608
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=4.'] time: 1.4125750064849854",WillsSampler,150,60,4,0,1.412575006
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=1.'] time: 0.1810622215270996",WillsSampler,150,60,8,1,0.1810622215
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=11.'] time: 0.6569600105285645",WillsSampler,150,60,8,11,0.6569600105
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=16.'] time: 0.7763888835906982",WillsSampler,150,60,8,16,0.7763888836
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=21.'] time: 1.1079599857330322",WillsSampler,150,60,8,21,1.107959986
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=31.'] time: 1.376528024673462",WillsSampler,150,60,8,31,1.376528025
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=41.'] time: 1.565737009048462",WillsSampler,150,60,8,41,1.565737009
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=51.'] time: 2.2931811809539795",WillsSampler,150,60,8,51,2.293181181
"WillsSampler.w=150.['sample_size=60.', 'parallel_count=8.', 'cluster_centers=6.'] time: 0.2960679531097412",WillsSampler,150,60,8,6,0.2960679531
